TEACHER_ID,TEACHER_NAME,START_YEAR,YEARS_OF_SERVICE,SCHOOL_ID
2582,Brian Savage,2003,19,81582
8641,Rebecca Jenkins,2001,22,73253
6204,Sean Wilson,2002,17,16425
3940,Cindy Kramer,2008,22,48717
9655,Lisa Hurley,2006,24,94136
4781,Julie Rodriguez,2004,17,9786
9540,Jonathan Schmidt,2000,23,85101
2348,Leonard Jenkins,2001,15,43798
3205,Sarah Bowman,2005,16,39021
6046,Amy Berry,2003,18,88802
4943,Jessica Young,2001,18,62652
9382,Kimberly Sullivan,2006,23,37861
7391,Tiffany Marsh,2000,21,67377
2629,Eric Moreno,2004,23,29478
9522,Elizabeth Whitney,2009,16,65316
5037,Patricia Robinson,2003,21,24288
2040,Antonio Gray,2005,15,4592
9351,Alexis Fuller,2001,18,22993
189,Michele Kramer,2007,24,93627
6134,Matthew Richmond,2001,20,91654
4721,Bridget Mayo,2005,20,20855
9782,William Vaughan,2009,23,24933
4466,Melissa Young,2004,21,69055
9737,Angela Herrera,2007,21,85226
5422,Christina Mann,2002,17,6444
894,Sierra Stone,2009,15,37529
4032,Brandon Kelly,2007,21,31733
4987,Brenda Anderson,2008,17,77027
4965,Kelly Hart,2004,17,83988
7945,Philip Casey,2007,18,17453
2732,Joseph Cook,2000,15,11738
1732,Juan Thompson,2005,20,79446
7206,Ryan Jackson,2001,19,3060
8327,Thomas Davidson,2004,21,83804
3167,Richard Hart,2001,19,16702
214,John Ruiz,2008,17,15341
20,Megan Carr,2005,23,93287
9788,Emily Miller,2008,19,84753
9879,Hannah Anderson,2006,19,99926
7909,George Love,2009,16,63036
7019,Andrew Perez,2000,23,99217
5460,Brandon Cobb,2005,15,12726
5808,Dale Moss,2007,18,89118
967,James Murphy,2002,23,41448
2547,Henry Campbell,2006,15,53007
9517,Kevin Cook,2003,16,24632
3295,Cheryl Williams,2003,20,14771
1193,Christina Harrington,2000,16,7186
4158,Catherine Bender,2001,18,74216
8499,Robert Payne,2009,19,97663
947,Joshua Wilson,2000,18,6379
285,Justin Phillips,2003,21,97204
4111,Linda Mitchell,2003,16,32483
3136,Jose Taylor,2004,21,61526
9958,Edward Downs,2009,24,43258
4306,Steven Jarvis,2001,18,44154
9568,Sean Bolton,2002,22,11143
3026,Dominic Gallegos,2001,24,87717
357,Olivia Woods,2005,16,14958
6488,Sophia Reed,2001,21,26792
6802,Brad Buckley,2008,23,93421
9643,Krystal Bradshaw,2003,21,42804
3677,Robert Sheppard,2008,17,11427
3116,Sandra Reyes,2003,16,8771
3209,Mary Tran,2004,23,13483
3248,Karen Wilson,2004,19,63929
7565,Kimberly Miller,2002,19,82557
7780,Lori Hardin,2009,20,20680
9015,Maria Bates,2000,15,5684
3648,Debra Hawkins,2003,19,94937
5947,John Smith,2008,18,58128
1929,John Jackson,2007,23,59502
999,Michelle Mccoy,2004,16,33258
3656,Christopher Benitez,2003,22,98401
4733,Jessica Santiago,2003,19,37557
7621,Robert Houston,2002,18,95578
4292,David Castro,2007,15,41194
208,Karen Walker,2007,21,57941
91,Sara Green,2001,24,33281
3004,Brianna Hill,2001,16,24327
3434,Nancy Finley,2004,24,80953
7444,Lindsey Stevens,2009,20,75517
6857,Amber Cannon,2000,20,91624
1458,Jamie Roberts,2001,24,60920
8129,Carlos White,2009,15,28537
6316,Kathleen Harris,2007,15,9088
2377,Tony Thomas,2005,18,15719
6623,Jessica Holland,2000,24,79177
9984,David Novak,2005,23,52603
6463,Kristen Meyer,2002,15,38149
6823,Angela Guerra,2008,20,80210
3759,Harold Brown,2000,19,12702
8398,Dennis Guerrero,2003,16,38395
7490,Logan Myers,2007,22,32416
2997,Andrew Rich,2005,20,15316
3128,Emma Gonzalez,2000,22,82737
2467,Steven Matthews,2008,19,12417
9934,Kimberly Hall,2002,16,50410
2254,Mark Taylor,2003,17,5728
1472,Mark Contreras,2007,22,2902
738,Christine Hernandez,2002,20,49263
9595,Rebecca Turner,2004,23,51151
1503,Brittany Rogers,2006,17,57556
1165,Mary Goodwin,2009,16,56214
5082,Brendan Gilbert,2001,24,49429
5002,Felicia Adams,2000,17,13249
1453,Angela Martinez,2008,18,51752
1216,Charles Smith,2008,17,43885
9364,Janet Mckenzie,2001,20,64207
2074,Michelle Meyer,2006,24,74019
2016,Jenna Young,2002,21,30218
6227,Charles Shaffer,2003,23,31599
5756,Carl Preston,2009,19,85903
1757,Marilyn Wright,2002,16,37864
1973,Ronald Kelly,2007,17,86088
9721,Sarah Wilson,2007,19,36132
5415,Sandra Reyes,2009,16,48605
5144,Katherine Carter,2007,16,33514
5119,Christopher Suarez,2008,16,78071
4280,Robert Obrien,2009,22,50766
6586,Sharon Garner,2007,18,71797
305,Aaron Mitchell,2008,19,27357
1841,Cheyenne Anderson,2006,20,89082
4314,Kevin Andersen,2008,16,49739
3819,Nicole Garrison,2009,18,33457
4989,Marc Anderson,2004,19,72904
9555,Ashley Cobb,2007,20,30669
4988,Jodi Baker,2007,15,11024
6381,Cynthia Hubbard,2003,18,36562
9806,Anne Cole,2001,20,62229
2410,Stanley Fernandez,2009,23,60337
8394,Jennifer Rhodes,2006,16,48979
6768,Riley Mcneil,2001,24,47651
9965,David Smith,2002,21,98733
179,Zachary Boyd,2009,24,10775
4291,Virginia Christian,2002,22,70343
9169,Andrew Weaver,2007,22,3447
6659,Elizabeth Reyes,2009,17,20789
1381,Carla Guzman,2007,23,12478
1389,Gary Smith,2001,23,12504
4191,Samantha Gonzalez,2008,15,73463
740,Michael Chambers,2000,22,97029
2345,George Ayala,2005,18,13908
5772,Jason Morales,2008,21,5998
9922,Jaime Kelly,2005,24,53607
1775,Paul Ramirez,2000,19,11654
1098,Nicole Carr,2000,19,74329
8396,Michael Perry,2003,16,43118
9611,Whitney Parker,2003,15,62519
2479,Frederick Snyder,2000,21,91108
5565,Brianna Brown,2009,16,3943
4578,Susan Murray,2001,21,70453
6854,Ronald Choi,2003,17,71310
9491,Steven Reilly,2000,24,2906
868,Whitney Mayo,2006,23,85225
2787,Jeremy Campbell,2006,23,29922
773,Adam Miller,2008,23,86234
4510,Christie Boyer,2006,21,81190
9346,Julie Schultz,2008,20,98927
3079,Dennis Brown,2006,19,75138
5475,Shawn Irwin,2007,18,12108
127,Heather Lee,2001,24,40834
7724,Jason Sweeney,2009,23,14867
3267,Anna Dean,2008,21,26090
9063,Angel Johnson,2007,24,48333
7622,Katrina Stafford,2007,18,93171
383,Lawrence Black,2002,16,39121
3444,Samantha West,2008,16,58761
5233,Meghan Hernandez,2002,20,90402
6769,Danielle Wilson,2004,20,74577
2231,John Rubio,2004,15,10328
1486,Jasmine Smith,2000,17,89496
3227,Keith Taylor,2000,16,38544
1940,Ronald Simmons,2004,22,1713
3960,Justin Mcbride,2008,17,56058
5163,Robert Ross,2000,15,73368
7927,Jessica Howard,2005,19,38133
1034,Debra Holloway,2006,18,37561
3467,Shaun Mendez,2002,15,57116
6516,Richard Paul,2009,23,73522
5377,Lauren Robinson,2008,17,46416
548,William Powers,2001,23,19903
4560,William Martinez,2008,24,4412
6218,Felicia Powell,2009,17,10278
5442,Larry Beck,2008,17,55728
1135,Beth Miller,2009,15,89478
7705,Jessica Martinez,2004,17,59261
9259,Suzanne Flynn,2003,21,96561
2750,Gloria Coleman,2003,19,32747
1968,John Miller,2007,19,80921
4018,Lisa Reid,2004,18,35461
4345,Darren Meza,2000,20,41101
7883,Eric Blake,2001,17,91966
985,Ashley May,2003,18,77402
6963,Alan Ramos,2006,22,30768
2665,Kimberly Wilkins,2005,18,26313
6188,Rebecca Hill,2000,20,91570
2184,Kristin Wood,2006,19,4127
1257,Sharon West,2004,24,69625
724,Matthew Anderson,2001,19,47017
4840,Julia Salazar,2003,20,3366
9699,Rebecca King,2005,18,1328
5573,Duane Murray,2006,22,19956
4680,Natasha Frost,2007,24,38285
2336,Christine Harris,2001,18,21427
5481,Casey Bernard,2001,17,27141
4470,Kathleen Mitchell,2009,24,40476
9069,Frank Stone,2001,15,82131
225,Richard Figueroa,2004,17,55412
7034,Sarah Tran,2004,22,71488
1134,Shannon Roberts,2005,20,33923
1667,Amanda Smith,2004,17,87712
6164,James Estrada,2008,19,60950
2840,Brandon Buckley,2002,17,35680
8015,Christina Guerra,2009,17,33010
7555,Rachel Rogers,2007,21,39621
153,Linda Mitchell,2002,22,15317
8776,Kelsey Cooper,2000,22,13665
8709,Julia West,2003,19,97796
4344,Haley King,2004,24,22587
6103,Carl Adkins,2002,19,89165
7991,Kristen Cain,2005,18,69585
4373,Stephanie Acevedo,2004,23,14994
8247,Samantha Rogers,2007,18,17010
5613,Michael Jones,2002,15,18036
8812,Lindsey Thompson,2008,19,3566
8084,Victor Obrien,2003,21,88273
74,Kathryn Flores,2001,24,44804
3417,Reginald Hughes,2008,22,80492
6653,Zachary Cisneros,2003,19,45049
4854,Sierra Gutierrez,2004,21,11800
1865,Luis Waters,2002,24,5136
8927,Brandon Owen,2000,21,95855
5023,Dawn Noble,2008,18,80096
9661,Sara Stewart,2008,18,89385
7828,Lori Brown,2005,20,40036
1930,Timothy Cooley,2006,16,12837
1490,Sarah Wilson,2006,17,32672
5431,Susan Burns,2000,20,27259
7551,Elizabeth Blevins,2006,16,46996
3357,Angela Love,2004,19,42069
4377,David Briggs,2004,15,11832
1906,Jamie Larsen,2002,21,72279
6310,Justin Smith,2004,16,63548
4625,Luis Harris,2003,18,34193
8699,Gina Ryan,2000,23,20693
6209,Tiffany Torres,2003,21,99295
9708,Christy Moore,2000,20,73315
2355,Jerry Lee,2000,23,11997
7751,Michelle Murphy,2002,15,61587
9029,Daniel Gill,2003,21,30646
5953,Lisa Johnson,2000,16,91180
9283,Jessica Cameron,2009,22,70580
5635,William Mclaughlin,2008,23,93801
5766,Jennifer Boone,2005,20,24177
753,Elizabeth Humphrey,2007,16,32053
1319,Lynn Sharp,2003,15,89935
2216,Jessica Hunter,2005,23,87833
6965,Brianna Clark,2001,15,49426
5946,William Williams,2002,23,83749
4442,Caitlin Donovan,2007,20,71264
9883,April Warren,2000,15,75912
8905,Leslie Butler,2001,21,46892
887,Terri Ballard,2004,20,64897
9019,Heather Peterson,2004,23,64295
4295,Nathan Green,2001,23,44595
6125,Kenneth Jackson,2003,17,52774
3495,Tina Johnston,2005,16,55937
864,Zoe Moran,2001,24,96502
6794,Beth Sanchez,2000,19,20865
7194,Tyler Richards,2002,24,93408
9640,Lindsey Mendez,2004,16,54085
200,Tonya Ramirez,2009,22,40178
3325,Emily Mcclure,2007,17,38293
5147,Kathleen Jones,2008,23,19043
3692,Kellie Stewart,2007,22,36782
5526,Brendan Mcdonald,2007,17,43102
423,Kim Jones,2007,24,67588
504,Jay Gamble,2008,23,12104
23,Danielle Mann,2002,19,57932
498,Kathy Leonard,2006,15,19727
9215,Gina Wilcox,2003,19,8498
8566,Melissa Hart,2007,16,93801
1976,Ryan Gonzales,2009,20,71870
8479,Benjamin Romero,2000,18,44690
5892,Carolyn Fowler,2002,16,3587
5239,Kimberly Jackson,2003,22,25214
8975,Angela Brennan,2009,22,54090
739,Bobby Wolfe,2009,23,57157
3738,Jeremy Bowen,2007,18,33418
3284,Angela Hahn,2004,23,19634
1783,Kelly Finley,2002,22,54224
1013,James Hudson,2008,16,60879
2620,Marvin Hernandez,2005,18,66448
8284,Chad Stark,2005,19,90271
3976,Ernest Hernandez,2005,18,42457
9176,Brian Chavez,2009,17,59849
8276,Christine Munoz,2003,18,30643
3051,Thomas Adams,2007,18,55939
6313,Eddie Reed,2007,19,37154
3403,Adam Hunt,2005,20,74959
5064,Scott Tran,2001,17,75574
8451,James Gonzalez,2003,16,76021
4585,Victoria Ross,2000,24,63626
3874,Larry Carlson,2003,21,89405
6508,Joseph Reed,2000,18,7898
4741,Erica Johnson,2003,18,28406
3006,Kathryn Wu,2002,23,20438
223,Matthew Price,2004,18,67192
4932,Christopher Collier,2007,21,11489
2511,Albert Carroll,2000,22,81226
2568,Mark Cruz,2000,15,71781
2837,Rachel Bryant,2007,23,65713
9996,Sharon May,2000,17,17367
7259,Robert Jones,2005,19,68300
6094,Gregory Bryan,2005,20,72675
7009,Rachel Montes,2002,21,97367
4529,Amanda Skinner,2004,20,18993
4743,Mary Kennedy,2002,22,41886
5284,April Mcclure,2005,23,41339
1809,Melissa Rios,2002,18,70884
2208,John Bowman,2002,17,76247
8087,Cindy Brown,2005,18,82477
6165,Bridget Bradford,2008,15,9030
7736,Brandon Shepard,2008,24,74347
5694,Antonio Lambert,2006,23,70325
4062,Sara Torres,2007,23,86848
2536,Brooke Mullen,2003,17,4704
9700,Spencer Williams,2007,18,19802
7172,Donna Baldwin,2002,20,23781
2730,Chad Garner,2000,20,14910
7416,Amy Stevens,2009,20,22956
3171,Patrick Sullivan,2005,15,24047
6158,Justin Barrera,2000,22,59998
8281,Luis Silva,2002,21,93228
7550,Maurice Murphy,2006,20,41073
485,Brandon Jackson,2003,24,20178
5514,Jeffrey Hicks,2002,21,18504
9161,Tracy Martinez,2000,24,35532
8729,Patricia Mitchell,2005,24,59062
8846,Jose Anderson,2004,18,34297
1675,Olivia Walsh,2006,24,35650
9469,Brian Morris,2007,19,88213
8389,Becky Decker,2002,21,62152
2159,Patricia Ortiz,2001,19,31597
8017,Melissa Francis,2003,15,21453
6261,Tracey Webb,2006,19,37491
666,Susan Crosby,2009,20,14927
8172,Connor Lynn,2006,23,82652
3000,Scott Martinez,2006,19,9633
1733,John Johnson,2000,24,61597
9957,Karen Barber,2006,24,55095
3982,Tamara Martin,2007,17,63731
9496,Tiffany Graves,2006,24,31733
4047,Gerald Leonard,2004,21,74920
2554,Stephen Becker,2001,15,60911
499,Anthony Anderson,2003,16,85501
888,James Krueger,2003,16,33525
9105,Gregory Diaz,2007,19,1307
9669,Robert Caldwell,2002,16,37672
6327,Timothy Haynes,2008,17,18618
545,Amy Wells,2007,22,20780
8570,Eric Davis,2005,22,25246
5903,Jessica Baldwin,2003,17,80510
1447,Daniel Mullen,2005,21,80486
7310,Ronald Mendoza,2007,23,90154
9751,Patrick Martin,2006,18,74892
7834,Suzanne Berry,2008,24,29078
5493,Tina Collins,2009,19,90109
7840,Sean Reid,2007,15,31225
5231,Phyllis Harris,2001,15,44566
1766,Cassie Payne,2005,21,24359
2366,Kevin Ramirez,2003,24,97842
6834,Victoria Bell,2000,22,26750
9800,Nathan Palmer,2000,23,24708
6634,Rebecca Vega,2001,15,30399
8914,Carla Page,2000,17,17188
5836,Julie Ramsey,2005,19,43236
4587,Carla Rodriguez,2009,19,28755
1592,Diana Kirk,2008,20,89849
4958,Harold Roach,2008,15,65251
6091,Angel Baker,2009,23,73513
4536,Norma Holland,2007,20,1792
3040,Sierra Wilson,2004,18,47651
9278,Gabrielle Callahan,2003,22,23278
5332,Johnny Barry,2003,19,72830
5158,Mason Peterson,2007,21,93016
4912,Amanda Miller,2006,19,59576
5184,Tyler Schroeder,2008,21,65551
7714,Ronald Gonzalez,2005,24,87301
871,Luke Anderson,2001,24,20264
9381,Brian Mills,2000,21,43881
2799,Elizabeth Ayala,2005,18,22581
9599,Debra Ochoa,2006,21,57407
5783,Nicole Garcia,2005,21,41668
2105,Daniel Sandoval,2001,16,70296
6739,John Gray,2004,16,82080
6806,Jonathan Joyce,2003,20,20158
3306,Bryan Jacobs,2005,16,72641
1289,Tanner Hall,2003,22,80061
1047,Sabrina Miller,2002,18,9489
4415,Janice Fischer,2003,19,58078
6153,Joan Roach,2007,19,60428
5005,Grant Jones,2000,16,4085
5463,Kimberly Castillo,2006,22,51816
6958,Jenna Wyatt,2007,24,53025
7025,Robert Chen,2000,23,60039
5452,Rachael Haynes,2008,22,47875
9558,Christopher Garcia,2005,22,18022
7918,Christopher Cooke,2001,15,20001
4963,Melissa Murphy,2008,18,1686
6969,Brandon Holmes,2005,20,38895
7442,Christy Bishop,2003,18,33037
2803,Raymond Gonzalez,2001,16,55934
4900,Luke Harris,2005,22,37235
2797,Jim Bryant,2003,17,14493
8798,Jonathan Santana,2007,18,47561
9979,Charles Lynch,2007,19,38115
3250,Anthony Hayes,2002,21,98780
7335,Derek Dawson,2002,21,24043
1052,Jason Lewis,2001,17,75597
6086,Maxwell Newton,2000,21,19618
9023,Gary Klein,2004,21,92199
4227,Larry Henderson,2000,20,7370
5528,Allison Simmons,2003,17,11251
3053,Douglas Duncan,2002,20,19918
8797,Charles Pham,2009,16,57839
5816,Heidi Padilla,2003,19,90704
3687,David Randall,2005,22,34364
6073,Laura Figueroa,2004,16,24472
7131,Angela Murillo,2009,15,22284
588,Mary Schultz,2000,20,88661
1355,Adam Brown,2003,18,25984
5612,Anna Mcpherson,2003,19,88616
7074,Charlene Brandt,2006,21,64454
6657,Joseph Glass,2001,20,57208
1063,Eric Lyons,2007,24,52383
1646,Daniel Hunt,2006,23,49026
7383,Dana Rosario,2002,22,31000
7417,Denise Nunez,2001,23,4110
7160,Pamela Anderson,2000,24,9966
4974,Gary Riggs,2009,24,5313
3145,John Callahan,2005,24,92974
5183,Toni Dixon,2006,17,44664
987,Devon Lewis,2002,21,59330
3846,Charles Trujillo,2009,23,94873
1191,Sabrina Sanchez,2005,16,99264
9562,Robin Gonzalez,2005,15,60403
1489,Michael Murray,2009,21,80747
1105,Kevin Hall,2005,18,65616
8944,Jose Rangel,2006,19,71135
4909,Thomas Young,2007,20,59985
2539,Robert Calderon,2006,15,49340
710,Carl Lewis,2001,22,22118
2908,Micheal Johnson,2006,22,74731
7201,Matthew Chapman,2005,24,81098
5871,Cynthia Hernandez,2000,17,28944
2635,Brittany Terrell,2004,24,60720
2971,Lauren Johnson,2003,23,5078
7249,Jennifer Harvey,2007,16,75673
4326,Bernard Sawyer,2001,19,39527
7730,Mary Mills,2003,21,1368
36,Nicole Pena,2005,24,16338
2806,Monica Russell,2003,23,7699
418,Sharon Williams,2005,24,82142
5207,Brian Mccormick,2004,23,33470
1451,Elizabeth Brown,2006,24,62119
8936,Donna Chambers,2006,20,98061
6911,Julia Ward,2009,18,80125
4033,Ronald Smith,2002,23,57595
8209,Andrew Conrad,2005,18,97801
4555,Chelsea Hebert,2003,22,97268
6022,David Edwards,2003,17,30536
7758,Robert Newton,2007,23,13123
8288,Ana Rich,2007,24,53937
1801,Tamara Johnson,2005,16,10442
8904,Blake Perez,2002,21,96088
3824,Billy Robinson,2002,22,96001
7422,James Castaneda,2003,19,11690
3155,Ryan Navarro,2002,18,14790
1145,Steven Skinner,2002,16,73237
5344,Erica Martinez,2001,22,86533
9602,Anita Gibson,2003,17,47445
4035,Shannon Jones,2003,17,3333
3554,Shane Simmons,2003,15,30314
2472,Maureen Stout,2008,20,54252
8375,Joseph Brown,2006,22,61686
810,Ronald Brown,2004,18,72149
2653,Monica Smith,2000,15,99709
8781,Stephanie Rocha,2004,21,38099
6600,Joshua Burns,2006,23,55489
2434,Hailey Williams,2008,24,44471
8131,Dakota Mcdonald,2001,18,1364
3794,Zachary Alvarez,2009,18,46179
78,Jill Henderson,2006,20,17585
9944,Laura Cook,2003,18,38895
2815,Erica Watson,2002,24,92910
6391,Brooke Taylor,2008,19,91196
5499,Christian Rogers,2001,19,55463
143,Thomas Thompson,2001,24,13897
7015,Andrew Peters,2002,19,75954
3828,Zoe Bright,2003,24,66469
196,Amy Jones,2007,20,47944
2088,Kristy Evans,2009,21,23671
8285,Aaron Murillo,2006,16,75489
1754,David Miller,2009,18,81153
338,Susan Harvey,2004,18,88498
417,Daniel Harris,2008,24,6065
8436,Heather Burton,2007,18,47882
8594,William Carr,2001,21,82756
480,Nancy Jimenez,2008,15,54751
9307,Philip Wall,2002,22,34841
7334,William Haas,2001,24,97285
8433,Brett Roberts,2008,23,51657
586,Melissa Fletcher,2009,19,26173
6476,Kyle Dunlap,2002,23,34356
7317,Alan Evans,2006,22,66923
2920,Micheal Chaney,2000,19,76139
790,Lauren Hancock,2008,20,63732
1751,Natasha Cameron,2008,19,30934
6167,Hannah Williams,2004,23,35858
9179,Ashley Evans,2009,21,15554
809,Katherine Johnson,2001,20,98934
9222,Julia Stokes,2001,23,43461
340,Pamela Cherry,2001,23,85775
634,Kevin Garcia,2009,22,1212
705,Megan Lowery,2002,15,56426
3324,Nicole Douglas,2008,20,49570
4648,Cynthia Graham,2009,24,21052
3483,Carlos Owens,2003,20,82788
7118,Joshua Collins,2003,24,51568
3290,Sabrina Bell,2006,15,54844
5775,Jasmine Irwin,2006,24,80767
4275,Matthew Cox,2009,22,44870
1703,Todd Glenn,2001,22,76083
3255,Kyle Dixon,2002,20,26389
3189,Jerry Baldwin,2004,18,1742
8041,Mia Kelly,2003,15,94876
9084,Mary Skinner,2005,22,64902
2352,Christopher Hunter,2000,23,71962
3737,Benjamin Wright,2001,18,39928
9189,Susan Chambers,2002,22,82689
521,William Cook,2003,18,95704
3832,Aaron Mendoza,2004,23,11375
3528,Albert Mckinney,2003,23,77514
4693,Todd Bird,2007,24,67789
1921,Samantha Johnson,2005,17,56517
6207,Paul Hull,2008,24,1385
7102,John Li,2007,19,71363
1080,Heidi Johnson,2008,18,35792
921,James Miles,2004,22,89053
777,Kevin Morris,2006,19,29940
8198,James Wright,2008,17,13188
712,Mary Liu,2002,20,63656
1945,Tara Mcmillan,2004,23,19665
2959,Emma Blair,2008,19,70220
5601,Vickie Harris,2005,24,9758
9402,Zachary Flores,2006,24,75285
7528,Andrew Bell,2007,16,28445
7303,Steven Scott,2005,17,41323
3090,Denise Jones,2000,22,64123
585,Dawn Thompson,2005,16,84036
1410,Dalton Barker,2006,21,15030
1789,James Hernandez,2002,16,74960
3597,Julie Wells,2004,16,69503
410,Lauren Ortiz,2004,15,77250
5838,Colton Swanson,2000,22,61593
5265,Tyler Kline,2006,18,6580
9819,Jeffrey Villa,2008,15,21895
6809,Cody Vaughn,2003,23,16289
2299,Mindy Edwards,2005,23,13029
2024,Daniel Lee,2000,17,50388
5537,Heather Crawford,2009,16,77994
1760,Timothy Hernandez,2009,22,91177
2115,Alejandro Mcguire,2009,17,48858
5804,Patricia Baldwin,2007,22,2095
617,Kristen Lewis,2002,16,49421
7080,Amy Valencia,2006,17,50486
9287,Samantha Stevens,2005,24,83891
263,Sheena Flores,2006,23,9496
6030,Shawn Fowler,2006,19,44669
2872,Richard Wolf,2000,21,74306
4225,Steven Perez,2003,20,2657
6049,Lindsay Smith,2004,17,5361
4169,John Doyle,2002,15,47731
9960,Brian Glenn,2006,16,23241
794,Kenneth Watts,2002,21,66866
3016,Nathan Martinez,2002,23,45342
5032,Ross Beard,2003,23,16313
2442,Heather Franklin,2009,20,65372
9716,Joann Mayo,2000,16,12273
5340,Eric Reyes,2000,24,27639
426,Jared Walsh,2008,17,97431
5996,Anthony Bernard,2002,24,88394
8366,Jonathan Russell,2009,21,67362
3837,Jessica Evans,2008,19,3996
444,Samantha Long,2003,24,14542
998,Michael Michael,2000,20,15605
3405,Susan Preston,2000,21,84734
6971,Andrew Gomez,2002,17,24519
7489,Dennis Booker,2000,23,59408
2224,Sherri Cole,2009,24,61054
8399,Kathleen Pace,2002,17,53753
8294,Jeremy Anderson,2009,22,63416
6751,Trevor Castro,2006,15,92729
8232,Krista Barnes,2008,24,69694
2360,Willie Kemp,2001,20,79071
7450,Sarah Chang,2003,21,79238
271,Adam Jones,2009,23,51225
7161,Alex Collier,2008,15,48918
1103,Gregory Alvarado,2004,24,8838
3632,Angela Nguyen,2002,23,79592
1653,Brenda Lopez,2006,21,79807
1713,Veronica Koch,2005,15,49299
1258,Alison Fisher,2005,21,73055
3622,Lisa Short,2001,15,36782
9822,Carolyn Martinez,2008,24,43754
7877,Vickie Green,2004,21,83457
2341,Joshua Griffin,2001,18,41822
3230,Angel Parks,2004,24,20666
7795,Matthew Rowe,2008,23,33660
4147,Anthony Taylor,2002,20,67541
3446,Justin Nguyen,2006,17,81103
1697,Lauren Shields,2000,22,40394
1032,Jennifer Daniels,2009,17,5737
5272,Kimberly Franklin,2003,15,34505
6274,Scott Bryant,2000,18,70049
5281,Amanda Rivera,2008,20,94300
8413,Denise Haynes,2009,17,19819
675,Erin Baxter,2003,24,57739
9742,Michael Cervantes,2008,19,38181
6990,Timothy Pearson,2004,23,41275
7187,Mark Little,2009,23,79238
604,Jennifer Sullivan,2001,20,92263
4773,Elizabeth Smith,2000,21,63327
3457,Ashley Ford,2002,16,4368
4287,Douglas Barker,2006,19,82232
6552,Kaylee Conway,2002,23,53873
1501,Stephanie Smith,2003,21,23431
9386,David Krause,2002,16,24420
5044,William Bailey,2004,22,90572
8511,Antonio Little,2002,15,68755
8984,Victoria Johns,2004,21,64293
6847,Keith Clark,2000,16,50143
3253,Jared Martinez,2009,23,23781
9948,James Taylor,2008,19,32718
6333,Kevin Ramirez,2000,21,73276
8316,Karen Herrera,2000,18,24837
8681,Courtney Ramos,2008,20,98489
3095,Deborah Williams,2002,17,90213
2527,Mackenzie Robinson,2007,20,29509
6880,Heather Pierce,2006,20,14696
3817,Makayla Rivas,2008,21,53702
4756,Brian Mann,2005,19,10579
5385,Andrew Campbell,2008,24,15565
2818,Alexandra Travis,2005,23,37979
9911,Luke Hernandez,2004,19,20680
9768,Stephen Roberts,2004,16,49272
6414,Theresa Rose,2000,24,34020
3938,Christine Elliott,2009,18,1233
7389,Sheryl Skinner,2006,24,81952
7375,Ashley Clark,2005,24,20139
3549,Hannah Walsh,2009,24,13095
9137,Scott Martinez,2002,20,82818
8222,April Ware,2004,16,27437
8076,Colleen Brown,2001,19,35602
206,David Gomez,2004,20,80492
6102,Christina Miller,2004,23,77343
7848,Jordan May,2005,18,96244
3391,Martha Boyle,2009,23,49762
9797,Sarah Sims,2007,24,27750
2404,Bobby Arnold,2008,21,42206
400,Nicole Young,2007,20,95452
8144,Terri Gould,2009,19,19407
6680,Shawn Fry,2000,16,21187
1296,Autumn Dennis,2000,18,77450
4945,Bradley Smith,2006,15,60014
1817,Rebecca Larson,2006,20,4738
9513,Marissa Sanchez,2007,22,28206
2894,John Phillips,2004,23,90411
2899,Amanda Nguyen,2003,18,30642
561,Darryl Conrad,2004,19,31973
5711,Adam Valencia,2009,16,77199
4094,Brenda Dunlap,2008,22,61866
3628,Shane Gonzalez,2002,20,86168
7403,William Roberson,2005,22,27111
7374,Joshua Boyle,2005,15,59212
5387,Mary Gallagher,2001,23,81200
2444,Michael Nelson,2003,24,75844
8014,Matthew Rose,2007,19,53917
7129,Kyle Welch,2009,16,87955
9914,Kim Whitehead,2006,15,69109
3021,Lonnie Roberts,2005,18,42450
4241,Joseph Lewis,2001,15,47938
5193,Michaela Fernandez,2002,21,69068
6525,Angel Smith,2007,16,37765
4698,Jerry Mooney,2007,24,53444
7618,Judith Nichols,2005,20,39762
6664,Karen Patel,2004,20,91707
1420,Nicole Rodriguez,2002,18,44987
8908,Michael Flowers,2009,17,53337
7563,Gina Newman,2004,15,43176
4269,Tracey Franklin,2009,16,96518
3234,Michael Jenkins,2006,18,24235
1928,Allison Trevino,2003,24,37786
714,Pamela Lane,2002,23,28816
6982,Natasha Garcia,2001,23,83563
9143,Arthur Mcguire,2008,24,87606
974,Joshua Davis,2006,20,50720
9786,Tina Moreno,2008,21,32164
7577,Timothy Maldonado,2000,24,66353
4008,Christopher Alexander,2006,23,41984
7213,Corey Paul,2008,24,26744
3185,William Dominguez,2009,24,62152
3720,Candace Freeman,2008,16,45255
7718,Clayton Gomez,2004,17,87898
5146,Patricia Smith,2001,16,99452
1776,Christine Fox,2000,19,5319
4844,Alison Acosta,2000,16,79539
3002,Teresa Hawkins,2007,21,68273
4724,Renee Mcmillan,2003,16,75604
7839,Brian Allen,2006,23,98751
1202,Steve Wyatt,2009,15,35629
1822,Sandra Dominguez,2006,15,61369
6053,Veronica Rose,2006,16,87356
9243,Mikayla Ramirez,2003,17,64659
3731,Rebecca Jones,2002,21,93211
